Date,Department,Age,Employees
201106,Canadian Grain Commission,< 20,1
201106,Canadian Intergovernmental Conference Secretariat,30-34,1
201106,Canadian Intergovernmental Conference Secretariat,40-44,1
201106,Canadian Intergovernmental Conference Secretariat,65-69,1
201106,Canada Industrial Relations Board,< 20,1
201106,Canada Industrial Relations Board,20-24,1
201106,Office of the Commissioner of Official Languages,70 +,1
201106,Copyright Board Canada,25-29,1
201106,Copyright Board Canada,30-34,1
201106,Copyright Board Canada,45-49,1
201106,Copyright Board Canada,50-54,1
201106,Copyright Board Canada,60-64,1
201106,Military Police Complaints Commission of Canada,20-24,1
201106,Military Police Complaints Commission of Canada,40-44,1
201106,Military Police Complaints Commission of Canada,60-64,1
201106,Employment and Social Development Canada,70 +,1
201106,Canadian Nuclear Safety Commission,< 20,1
201106,Status of Women Canada,60-64,1
201106,Fisheries and Oceans Canada,Not Available / Non disponible,1
201106,National Defence,70 +,1
201106,Innovation Science and Economic Development Canada,70 +,1
201106,Veterans Affairs Canada,70 +,1
201106,Canadian Environmental Assessment Agency,< 20,1
201106,National Energy Board,< 20,1
201106,National Energy Board,70 +,1
201106,Federal Economic Development Agency for Southern Ontario,65-69,1
201106,Military Grievances External Review Committee,65-69,1
201106,Department of Finance Canada,65-69,1
201106,Department of Finance Canada,70 +,1
201106,Office of the Commissioner for Federal Judicial Affairs Canada,60-64,1
201106,Financial Consumer Agency of Canada,40-44,1
201106,Farm Products Council of Canada,25-29,1
201106,Farm Products Council of Canada,35-39,1
201106,Farm Products Council of Canada,55-59,1
201106,Registry of the Specific Claims Tribunal of Canada,35-39,1
201106,Registry of the Specific Claims Tribunal of Canada,40-44,1
201106,International Joint Commission,< 20,1
201106,International Joint Commission,35-39,1
201106,International Joint Commission,70 +,1
201106,International Joint Commission,70 +,1
201106,Office of the Public Sector Integrity Commissioner of Canada,30-34,1
201106,Office of the Public Sector Integrity Commissioner of Canada,65-69,1
201106,Indian Oil and Gas Canada,20-24,1
201106,Offices of the information and Privacy Commissioners of Canada,65-69,1
201106,Immigration and Refugee Board of Canada,< 20,1
201106,Immigration and Refugee Board of Canada,70 +,1
201106,Federal Judges not part of any department,20-24,1
201106,Department of Justice Canada,70 +,1
201106,Office of the Commissioner of Lobbying of Canada,65-69,1
201106,National Film Board,65-69,1
201106,National Film Board,70 +,1
201106,Northern Pipeline Agency,30-34,1
201106,Northern Pipeline Agency,50-54,1
201106,National Research Council Canada,70 +,1
201106,Science and Engineering Research Canada,65-69,1
201106,Science and Engineering Research Canada,70 +,1
201106,Canadian Heritage,70 +,1
201106,Canadian Heritage,70 +,1
201106,Correctional Service Canada,Not Available / Non disponible,1
201106,Public Prosecution Service of Canada,70 +,1
201106,Public Servants Disclosure Protection Tribunal Canada,50-54,1
201106,Public Servants Disclosure Protection Tribunal Canada,55-59,1
201106,Public Safety Canada,70 +,1
201106,Human Rights Tribunal of Canada,50-54,1
201106,Patented Medicine Prices Review Board Canada,70 +,1
201106,Assisted Human Reproduction Canada,20-24,1
201106,Assisted Human Reproduction Canada,35-39,1
201106,Assisted Human Reproduction Canada,45-49,1
201106,Assisted Human Reproduction Canada,50-54,1
201106,Assisted Human Reproduction Canada,55-59,1
201106,Assisted Human Reproduction Canada,60-64,1
201106,Assisted Human Reproduction Canada,70 +,1
201106,Royal Canadian Mounted Police (Civilian Staff),70 +,1
201106,RCMP External Review Committee,25-29,1
201106,RCMP External Review Committee,35-39,1
201106,RCMP External Review Committee,40-44,1
201106,RCMP External Review Committee,55-59,1
201106,RCMP External Review Committee,60-64,1
201106,Public Service Labour Relations Board,70 +,1
201106,Civilian Review and Complaints Commission for the RCMP,35-39,1
201106,Canadian Radio-television and Telecommunications Commission,< 20,1
201106,Office of the Superintendent of Financial Institutions Canada,< 20,1
201106,Security Intelligence Review Committee,40-44,1
201106,Security Intelligence Review Committee,50-54,1
201106,Security Intelligence Review Committee,55-59,1
201106,Security Intelligence Review Committee,60-64,1
201106,Social Sciences and Humanities Research Council of Canada,< 20,1
201106,Statistics Canada,70 +,1
201106,Registrar of the Supreme Court of Canada,< 20,1
201106,Transportation Appeal Tribunal of Canada,50-54,1
201106,Transportation Safety Board of Canada,< 20,1
201106,Transportation Safety Board of Canada,20-24,1
201109,Atlantic Canada Opportunities Agency,< 20,1
201109,Agriculture and Agri-Food Canada,70 +,1
201109,Agriculture and Agri-Food Canada,70 +,1
201109,Public Health Agency of Canada,70 +,1
201109,Canadian Artists and Producers Professional Relations Tribunal,25-29,1
201109,Canadian Artists and Producers Professional Relations Tribunal,30-34,1
201109,Canadian Artists and Producers Professional Relations Tribunal,45-49,1
201109,Canadian Artists and Producers Professional Relations Tribunal,50-54,1
201109,Canadian Artists and Producers Professional Relations Tribunal,65-69,1
201109,Canadian International Trade Tribunal,< 20,1
201109,Canada Border Services Agency,70 +,1
201109,Canada Border Services Agency,70 +,1
201109,Elections Canada,70 +,1
201109,Canada School of Public Service,< 20,1
201109,Canada School of Public Service,70 +,1
201109,Financial Transactions and Reports Analysis Centre of Canada,65-69,1
201109,Canadian Grain Commission,< 20,1
201109,Canadian Intergovernmental Conference Secretariat,40-44,1
201109,Canadian Intergovernmental Conference Secretariat,65-69,1
201109,Canada Industrial Relations Board,20-24,1
201109,Canada Industrial Relations Board,65-69,1
201109,Office of the Commissioner of Official Languages,70 +,1
201109,Copyright Board Canada,45-49,1
201109,Copyright Board Canada,60-64,1
201109,Military Police Complaints Commission of Canada,30-34,1
201109,Military Police Complaints Commission of Canada,45-49,1
201109,Military Police Complaints Commission of Canada,50-54,1
201109,Military Police Complaints Commission of Canada,60-64,1
201109,Canadian Space Agency,70 +,1
201109,Employment and Social Development Canada,70 +,1
201109,Status of Women Canada,60-64,1
201109,Status of Women Canada,65-69,1
201109,National Defence,70 +,1
201109,Environment and Climate Change Canada,Not Available / Non disponible,1
201109,Innovation Science and Economic Development Canada,70 +,1
201109,Veterans Affairs Canada,70 +,1
201109,National Energy Board,70 +,1
201109,Federal Economic Development Agency for Southern Ontario,65-69,1
201109,Global Affairs Canada,70 +,1
201109,Military Grievances External Review Committee,65-69,1
201109,Department of Finance Canada,< 20,1
201109,Department of Finance Canada,65-69,1
201109,Department of Finance Canada,70 +,1
201109,Office of the Commissioner for Federal Judicial Affairs Canada,60-64,1
201109,Financial Consumer Agency of Canada,20-24,1
201109,Farm Products Council of Canada,35-39,1
201109,Farm Products Council of Canada,55-59,1
201109,Registry of the Specific Claims Tribunal of Canada,25-29,1
201109,Registry of the Specific Claims Tribunal of Canada,35-39,1
201109,Registry of the Specific Claims Tribunal of Canada,50-54,1
201109,Registry of the Specific Claims Tribunal of Canada,55-59,1
201109,Canadian Human Rights Commission,< 20,1
201109,Indigenous and Northern Affairs Canada,70 +,1
201109,International Joint Commission,< 20,1
201109,International Joint Commission,25-29,1
201109,International Joint Commission,35-39,1
201109,International Joint Commission,70 +,1
201109,International Joint Commission,70 +,1
201109,Infrastructure Canada,< 20,1
201109,Office of the Public Sector Integrity Commissioner of Canada,40-44,1
201109,Offices of the information and Privacy Commissioners of Canada,65-69,1
201109,Indian Residential Schools Truth and Reconciliation Commission,25-29,1
201109,Indian Residential Schools Truth and Reconciliation Commission,65-69,1
201109,Indian Residential Schools Truth and Reconciliation Commission,70 +,1
201109,Federal Judges not part of any department,20-24,1
201109,Office of the Commissioner of Lobbying of Canada,65-69,1
201109,Hazardous Materials Information Review Commission Canada,60-64,1
201109,Canada Revenue Agency,70 +,1
201109,National Round Table on the Environment and the Economy,55-59,1
201109,National Film Board,20-24,1
201109,National Film Board,65-69,1
201109,National Film Board,70 +,1
201109,Health Canada,Not Available / Non disponible,1
201109,Parole Board of Canada,< 20,1
201109,Science and Engineering Research Canada,< 20,1
201109,Canadian Heritage,70 +,1
201109,Canadian Heritage,70 +,1
201109,Privy Council Office,< 20,1
201109,Privy Council Office,70 +,1
201109,Correctional Service Canada,Not Available / Non disponible,1
201109,Public Prosecution Service of Canada,70 +,1
201109,Public Servants Disclosure Protection Tribunal Canada,20-24,1
201109,Public Servants Disclosure Protection Tribunal Canada,50-54,1
201109,Public Safety Canada,70 +,1
201109,Human Rights Tribunal of Canada,55-59,1
201109,Patented Medicine Prices Review Board Canada,70 +,1
201109,Assisted Human Reproduction Canada,20-24,1
201109,Assisted Human Reproduction Canada,35-39,1
201109,Assisted Human Reproduction Canada,45-49,1
201109,Assisted Human Reproduction Canada,50-54,1
201109,Assisted Human Reproduction Canada,55-59,1
201109,Assisted Human Reproduction Canada,60-64,1
201109,Royal Canadian Mounted Police (Civilian Staff),70 +,1
201109,RCMP External Review Committee,30-34,1
201109,RCMP External Review Committee,35-39,1
201109,RCMP External Review Committee,40-44,1
201109,RCMP External Review Committee,55-59,1
201109,Public Service Labour Relations Board,< 20,1
201109,Public Service Labour Relations Board,70 +,1
201109,Civilian Review and Complaints Commission for the RCMP,35-39,1
201109,Civilian Review and Complaints Commission for the RCMP,65-69,1
201109,Natural Resources Canada,70 +,1
201109,Canadian Radio-television and Telecommunications Commission,< 20,1
201109,Security Intelligence Review Committee,20-24,1
201109,Security Intelligence Review Committee,40-44,1
201109,Security Intelligence Review Committee,50-54,1
201109,Security Intelligence Review Committee,55-59,1
201109,Security Intelligence Review Committee,60-64,1
201109,Statistics Canada,70 +,1
201109,Registrar of the Supreme Court of Canada,< 20,1
201109,Transportation Appeal Tribunal of Canada,25-29,1
201109,Transportation Appeal Tribunal of Canada,60-64,1
201109,Treasury Board of Canada Secretariat,70 +,1
201109,Transportation Safety Board of Canada,20-24,1
201109,Public Service Staffing Tribunal,35-39,1
201109,Western Economic Diversification Canada,< 20,1
201112,Atlantic Canada Opportunities Agency,< 20,1
201112,Agriculture and Agri-Food Canada,70 +,1
201112,Agriculture and Agri-Food Canada,70 +,1
201112,Canadian Artists and Producers Professional Relations Tribunal,25-29,1
201112,Canadian Artists and Producers Professional Relations Tribunal,35-39,1
201112,Canadian Artists and Producers Professional Relations Tribunal,45-49,1
201112,Canadian Artists and Producers Professional Relations Tribunal,50-54,1
201112,Canadian Artists and Producers Professional Relations Tribunal,65-69,1
201112,Canadian Transportation Agency,< 20,1
201112,Office of the Auditor General of Canada,< 20,1
201112,Library and Archives Canada,70 +,1
201112,Canadian International Trade Tribunal,< 20,1
201112,Canada Border Services Agency,70 +,1
201112,Canada Border Services Agency,70 +,1
201112,Parks Canada,< 20,1
201112,Parks Canada,70 +,1
201112,Canadian Dairy Commission,20-24,1
201112,Elections Canada,70 +,1
201112,Canada School of Public Service,< 20,1
201112,Financial Transactions and Reports Analysis Centre of Canada,65-69,1
201112,Financial Transactions and Reports Analysis Centre of Canada,70 +,1
201112,Canadian Intergovernmental Conference Secretariat,30-34,1
201112,Canadian Intergovernmental Conference Secretariat,40-44,1
201112,Canadian Intergovernmental Conference Secretariat,65-69,1
201112,Canada Industrial Relations Board,20-24,1
201112,Canada Industrial Relations Board,65-69,1
201112,Office of the Commissioner of Official Languages,70 +,1
201112,Copyright Board Canada,45-49,1
201112,Copyright Board Canada,60-64,1
201112,Military Police Complaints Commission of Canada,45-49,1
201112,Military Police Complaints Commission of Canada,60-64,1
201112,Canadian Institutes of Health Research,65-69,1
201112,Canadian Space Agency,70 +,1
201112,Employment and Social Development Canada,70 +,1
201112,Status of Women Canada,65-69,1
201112,Fisheries and Oceans Canada,70 +,1
201112,National Defence,70 +,1
201112,Environment and Climate Change Canada,Not Available / Non disponible,1
201112,Innovation Science and Economic Development Canada,< 20,1
201112,Innovation Science and Economic Development Canada,70 +,1
201112,Veterans Affairs Canada,70 +,1
201112,National Energy Board,70 +,1
201112,Federal Economic Development Agency for Southern Ontario,65-69,1
201112,Global Affairs Canada,70 +,1
